id,level,section,question_type,question,option_a,option_b,option_c,option_d,answer,explanation
Q0290,N4,listening,task,"【聴解】スクリプトを読んで答えなさい。

女：コピー機、紙がないよ。
男：倉庫に取りに行こうか。
女：今、鍵が事務所にあるから、先に鍵を取って。
男：了解。

【質問】男の人はこれからどうしますか。",すぐ紙を取りに行く,事務所で待つ,コピーする,先に鍵を取る,D,先に鍵を取って。
Q0291,N4,listening,point,"【聴解】スクリプトを読んで答えなさい。

男：新しい店、どうだった？
女：料理はおいしかったけど、高かった。それに待ち時間が長かった。
男：また行く？
女：うーん、もう一回は行かないと思う。

【質問】女の人が一番言いたいことは何ですか。",安かった,待ち時間は短かった,料理がまずかった,もうその店には行かない,D,おいしいが高・待ち長い→再訪しない。
Q0292,N4,listening,point,"【聴解】スクリプトを読んで答えなさい。

女：どうしたの、遅いよ。
男：電車が止まっちゃって。事故だって。
女：電話くれればよかったのに。
男：電池がなくて。ごめん。

【質問】男の人はなぜ遅れましたか。",電車が事故で止まった,道に迷った,寝坊した,会議があった,A,電車が事故で止まった。
Q0293,N4,listening,point,"【聴解】スクリプトを読んで答えなさい。

男：昨日のテスト、どうだった？
女：文法はできたけど、聴解が速くてほとんど聞き取れなかった。
男：次は大丈夫だよ。
女：もっと毎日聞かないと。

【質問】女の人はテストについてどう思っていますか。",聴解が難しかった,テストは簡単だった,全部よくできた,文法ができなかった,A,文法はできたが聴解が速い。
Q0294,N4,listening,point,"【聴解】スクリプトを読んで答えなさい。

女：新しいアパート、駅から遠いんでしょう？
男：うん。でも家賃が安くて、静かなんだ。
女：広さは？
男：今と同じくらい。静かさが一番の理由だよ。

【質問】男の人が引っ越し先を選んだ理由は何ですか。",静かだから,高いから,今より広いから,駅に近いから,A,静かさが一番の理由。
Q0295,N4,listening,point,"【聴解】スクリプトを読んで答えなさい。

男：バイト、辞めるんだって？
女：試験が近づいて、勉強する時間がほしいの。
男：お金は大丈夫？
女：しばらくは貯金で何とかする。

【質問】女の人はなぜアルバイトを辞めますか。",店が閉まる,人間関係が悪い,お金が足りない,勉強の時間を確保したい,D,試験勉強の時間。
Q0296,N4,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：女の人が図書館で本を探しています。本の場所がわかりません。司書が近くにいます。

【質問】女の人は何と言いますか。",すみません、この本はどこにありますか。,何時まで働いていますか。,この本を売ってください。,ここで食べてもいいですか。,A,場所を尋ねる。
Q0297,N4,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：男の人が電車の中で、隣の人の足を踏んでしまいました。

【質問】男の人は何と言いますか。",すみません。,おめでとうございます。,どうぞ。,いただきます。,A,踏んだら謝る。
Q0298,N4,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：レストランで料理がなかなか来ません。女の人は店員を呼びます。

【質問】女の人は何と言いますか。",お会計お願いします。,予約したいです。,すみません、まだですか。,おいしいです。,C,料理を催促。
Q0299,N4,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：会社で、初めて会う人と名刺を交換します。

【質問】男の人は何と言いますか。",お久しぶりです。,どうぞよろしくお願いします。,お帰りなさい。,いってきます。,B,初対面。
Q0300,N4,listening,expression,"【聴解】スクリプトを読んで答えなさい。

ナレーション：友達の家に遊びに行きました。入るとき。

【質問】女の人は何と言いますか。",おじゃまします。,失礼しました、もう帰ります、入るとき。,行ってきます。,ただいま。,A,訪問時はおじゃまします。
Q0301,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
女：明日は休みですか。",はい、休ませます。,はい、休んでください。,はい、休みです。,はい、休みましょう。,C,事実を聞く質問には「はい、休みです」。
Q0302,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
男：この荷物、持ってもらえますか。",いいですよ。,持ちましょうか。,持たないでください。,持ってください。,A,依頼への承諾。
Q0303,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
女：一緒に帰りませんか。",ええ、帰りましょう。,いいえ、帰りませんでした。,はい、帰りますか。,帰ってください。,A,誘いにはましょう。
Q0304,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
男：今、何時ですか。",3時でしたね、昨日。,3時ですか。,3時です。,3時にしましょう。,C,時刻を答える。
Q0305,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
女：窓を開けてもいいですか。",開けますか。,どうぞ。,開けないでくださいね、いいですか。,開けましょうか。,B,許可を求める→どうぞ。
Q0306,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
男：昨日、映画を見ましたか。",いいえ、見てください。,いいえ、見ませんでした。,いいえ、見ないです。,いいえ、見ません。,B,過去の質問には過去で答える。
Q0307,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
女：塩、取ってくれますか。",はい、どうぞ。,はい、取りますか。,取ってください。,塩です。,A,取ってあげる。
Q0308,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
男：日本語がお上手ですね。",はい、上手です。,いいえ、まだまだです。,上手にしてください。,ありがとうございます、あなたも。上手すぎ。,B,褒められたら謙遜が自然。
Q0309,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
女：この本、返してもいい？",うん、書いて。,うん、もう読んだから。,うん、買って。,うん、借りて。,B,返してよいか→もう読んだからOK。
Q0310,N4,listening,response,"【聴解】スクリプトを読んで答えなさい。



【質問】正しい返事はどれですか。
男：明日、来られますか。",はい、行けます。,はい、来ましょうか、あなたが。,はい、来てください。,はい、来させます。,A,可能の質問。
Q0311,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は関連に関係する本を読むことです。

［関連］",かんん,かぬれん,んれん,かんれん,D,正しい読みは「かんれん」。N3重要語彙「関連」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0312,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、議長に関するニュースをよく見ます。

［議長］",ぎちょう,ぎちよう,ぎちゅう,ぎちう,A,正しい読みは「ぎちょう」。N3重要語彙「議長」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0313,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は見事に関係する本を読むことです。

［見事］",みごと,たちば,みごど,はで,A,正しい読みは「みごと」。N3重要語彙「見事」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0314,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この触れるは日常生活でよく使います。

［触れる］",おび,さいてい,ぶれる,ふれる,D,正しい読みは「ふれる」。N3重要語彙「触れる」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0315,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は真理が得意で、みんなに教えています。

［真理］",しんぱん,じんり,しぬり,しんり,D,正しい読みは「しんり」。N3重要語彙「真理」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0316,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から半ばについて詳しく教わりました。

［半ば］",なかば,さゆう,ながば,とうよう,A,正しい読みは「なかば」。N3重要語彙「半ば」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0317,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から無料について詳しく教わりました。

［無料］",むりう,むりょう,りょう,むりょ,B,正しい読みは「むりょう」。N3重要語彙「無料」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0318,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

友人から派手の大切さを学びました。

［派手］",しゅぎ,しょう,ばで,はで,D,正しい読みは「はで」。N3重要語彙「派手」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0319,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から失うについて詳しく教わりました。

［失う］",うじなう,うしなう,しなう,うしう,B,正しい読みは「うしなう」。N3重要語彙「失う」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0320,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は志望に関係する本を読むことです。

［志望］",じぼう,すいみん,どうろ,しぼう,D,正しい読みは「しぼう」。N3重要語彙「志望」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0321,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から渦について詳しく教わりました。

［渦］",すむ,うず,こおる,さほう,B,正しい読みは「うず」。N3重要語彙「渦」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0322,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は雇うに関係する本を読むことです。

［雇う］",ちりょう,やとう,やどう,かくにん,B,正しい読みは「やとう」。N3重要語彙「雇う」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0323,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では谷が有名です。

［谷］",だに,はさん,たに,けむり,C,正しい読みは「たに」。N3重要語彙「谷」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0324,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は挿すが得意で、みんなに教えています。

［挿す］",むし,さす,ざず,けん,B,正しい読みは「さす」。N3重要語彙「挿す」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0325,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では恩が有名です。

［恩］",ちいき,ながめ,おん,おぬ,C,正しい読みは「おん」。N3重要語彙「恩」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0326,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

友人から太陽の大切さを学びました。

［太陽］",たいよう,たいよ,いよう,だいよう,A,正しい読みは「たいよう」。N3重要語彙「太陽」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0327,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では化学が有名です。

［化学］",こうせい,かがく,ががぐ,ががく,B,正しい読みは「かがく」。N3重要語彙「化学」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0328,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では装置が有名です。

［装置］",ぞうぢ,さまざま,だまる,そうち,D,正しい読みは「そうち」。N3重要語彙「装置」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0329,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は畑に関係する本を読むことです。

［畑］",ばだげ,たがい,いっぽう,はたけ,D,正しい読みは「はたけ」。N3重要語彙「畑」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0330,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から王様について詳しく教わりました。

［王様］",おうま,おうさ,おうさま,おうざま,C,正しい読みは「おうさま」。N3重要語彙「王様」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0331,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は隠すに関係する本を読むことです。

［隠す］",かくす,きのう,がぐず,がくす,A,正しい読みは「かくす」。N3重要語彙「隠す」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0332,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は製造が得意で、みんなに教えています。

［製造］",いぞう,せいう,せいぞう,ぜいぞう,C,正しい読みは「せいぞう」。N3重要語彙「製造」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0333,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は新たに関係する本を読むことです。

［新た］",あらた,ようす,あらだ,かおり,A,正しい読みは「あらた」。N3重要語彙「新た」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0334,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この神は日常生活でよく使います。

［神］",がみ,かみ,ひてい,のこり,B,正しい読みは「かみ」。N3重要語彙「神」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0335,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は頼るに関係する本を読むことです。

［頼る］",あらた,だよる,こうふく,たよる,D,正しい読みは「たよる」。N3重要語彙「頼る」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0336,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この梅雨は日常生活でよく使います。

［梅雨］",づゆ,さめる,ゆでる,つゆ,D,正しい読みは「つゆ」。N3重要語彙「梅雨」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0337,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は宣伝が得意で、みんなに教えています。

［宣伝］",せんでん,せぬでん,せんで,んでん,A,正しい読みは「せんでん」。N3重要語彙「宣伝」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0338,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で予報について議論しました。

［予報］",かくにん,よほう,どりょく,よぼう,B,正しい読みは「よほう」。N3重要語彙「予報」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0339,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で関心について議論しました。

［関心］",けんしん,がんしん,んしん,かんしん,D,正しい読みは「かんしん」。N3重要語彙「関心」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0340,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、製品に関するニュースをよく見ます。

［製品］",せいひん,せいん,ぜいびん,しょうひん,A,正しい読みは「せいひん」。N3重要語彙「製品」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0341,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、切れるに関するニュースをよく見ます。

［切れる］",きれる,とうよう,せいしつ,ぎれる,A,正しい読みは「きれる」。N3重要語彙「切れる」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0342,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は定期が得意で、みんなに教えています。

［定期］",こうふく,でいぎ,ていき,だます,C,正しい読みは「ていき」。N3重要語彙「定期」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0343,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で署名について議論しました。

［署名］",しょい,しよめい,ょめい,しょめい,D,正しい読みは「しょめい」。N3重要語彙「署名」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0344,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

友人から舌の大切さを学びました。

［舌］",まざる,じだ,した,やとう,C,正しい読みは「した」。N3重要語彙「舌」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0345,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で行きについて議論しました。

［行き］",けい,むし,いき,いぎ,C,正しい読みは「いき」。N3重要語彙「行き」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0346,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で校舎について議論しました。

［校舎］",こうしゃ,ごうじゃ,こうゃ,こうじゃ,A,正しい読みは「こうしゃ」。N3重要語彙「校舎」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0347,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この胸は日常生活でよく使います。

［胸］",ようき,むね,たがい,ほり,B,正しい読みは「むね」。N3重要語彙「胸」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0348,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では議員が有名です。

［議員］",ぎいん,こううん,ちい,ぎいぬ,A,正しい読みは「ぎいん」。N3重要語彙「議員」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0349,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、料金に関するニュースをよく見ます。

［料金］",りょうきん,りようきん,りょうぎん,ょうきん,A,正しい読みは「りょうきん」。N3重要語彙「料金」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0350,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、隠れるに関するニュースをよく見ます。

［隠れる］",かくる,かくれる,くれる,かくれ,B,正しい読みは「かくれる」。N3重要語彙「隠れる」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0351,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は現実が得意で、みんなに教えています。

［現実］",んじつ,げんじづ,げんじつ,げんじ,C,正しい読みは「げんじつ」。N3重要語彙「現実」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0352,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で頬について議論しました。

［頬］",ぼぼ,ひはん,しるし,ほほ,D,正しい読みは「ほほ」。N3重要語彙「頬」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0353,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

友人から諺の大切さを学びました。

［諺］",とわざ,ことざ,ことわざ,ごどわざ,C,正しい読みは「ことわざ」。N3重要語彙「諺」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0354,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は救助が得意で、みんなに教えています。

［救助］",きゅうじ,きゅじょ,ぎゅうじょ,きゅうじょ,D,正しい読みは「きゅうじょ」。N3重要語彙「救助」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0355,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では測るが有名です。

［測る］",はがる,いし,はかる,ばがる,C,正しい読みは「はかる」。N3重要語彙「測る」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0356,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で全体について議論しました。

［全体］",ぜんだい,ぜんたい,ぜぬたい,ぜんた,B,正しい読みは「ぜんたい」。N3重要語彙「全体」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0357,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、隊に関するニュースをよく見ます。

［隊］",たい,しそう,おとる,だい,A,正しい読みは「たい」。N3重要語彙「隊」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0358,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は種類に関係する本を読むことです。

［種類］",しゅい,じゅるい,しゅるい,しゅる,C,正しい読みは「しゅるい」。N3重要語彙「種類」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0359,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、訳すに関するニュースをよく見ます。

［訳す］",まちがい,つち,やぐず,やくす,D,正しい読みは「やくす」。N3重要語彙「訳す」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0360,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

友人から飛び出すの大切さを学びました。

［飛び出す］",とびだす,どびだず,びだす,とびだ,A,正しい読みは「とびだす」。N3重要語彙「飛び出す」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0361,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から清潔について詳しく教わりました。

［清潔］",いけつ,ぜいげづ,せいけつ,せいつ,C,正しい読みは「せいけつ」。N3重要語彙「清潔」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0362,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この操縦は日常生活でよく使います。

［操縦］",そうじゆう,そうじゅ,そうじゅう,そうゅう,C,正しい読みは「そうじゅう」。N3重要語彙「操縦」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0363,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、悪に関するニュースをよく見ます。

［悪］",あぐ,ちらす,あく,ためす,C,正しい読みは「あく」。N3重要語彙「悪」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0364,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は濡らすに関係する本を読むことです。

［濡らす］",かんぜん,ぬらず,ぬらす,どりょく,C,正しい読みは「ぬらす」。N3重要語彙「濡らす」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0365,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は連続に関係する本を読むことです。

［連続］",れんぞぐ,れんぞく,んぞく,れんく,B,正しい読みは「れんぞく」。N3重要語彙「連続」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0366,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は財産に関係する本を読むことです。

［財産］",ざいさぬ,ざいん,ざいさん,ざいさ,C,正しい読みは「ざいさん」。N3重要語彙「財産」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0367,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この過ごすは日常生活でよく使います。

［過ごす］",しめる,わん,すごす,ずごず,C,正しい読みは「すごす」。N3重要語彙「過ごす」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0368,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から性格について詳しく教わりました。

［性格］",せいかく,いかく,ぜいがぐ,せいか,A,正しい読みは「せいかく」。N3重要語彙「性格」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0369,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は接ぐが得意で、みんなに教えています。

［接ぐ］",そろう,ずつう,つぐ,づぐ,C,正しい読みは「つぐ」。N3重要語彙「接ぐ」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0370,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は過去に関係する本を読むことです。

［過去］",かこ,はで,がこ,がご,A,正しい読みは「かこ」。N3重要語彙「過去」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0371,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先週の会議で便について議論しました。

［便］",びん,そろう,がっき,びぬ,A,正しい読みは「びん」。N3重要語彙「便」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0372,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この滅多には日常生活でよく使います。

［滅多に］",ったに,めっだに,めっに,めったに,D,正しい読みは「めったに」。N3重要語彙「滅多に」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0373,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から伝わるについて詳しく教わりました。

［伝わる］",つたる,つたわる,つたわ,たわる,B,正しい読みは「つたわる」。N3重要語彙「伝わる」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0374,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

彼女は本当が得意で、みんなに教えています。

［本当］",ほぬと,ぼんど,ほんと,せいげん,C,正しい読みは「ほんと」。N3重要語彙「本当」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0375,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では混雑が有名です。

［混雑］",こんざつ,こんざ,ごんざづ,こぬざつ,A,正しい読みは「こんざつ」。N3重要語彙「混雑」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0376,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

友人から脂の大切さを学びました。

［脂］",かさい,さんそ,しぜん,あぶら,D,正しい読みは「あぶら」。N3重要語彙「脂」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0377,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から延ばすについて詳しく教わりました。

［延ばす］",のばす,しらせ,せつび,のばず,A,正しい読みは「のばす」。N3重要語彙「延ばす」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0378,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から表面について詳しく教わりました。

［表面］",びょうめん,ひょうめぬ,ひょうめん,ひょめん,C,正しい読みは「ひょうめん」。N3重要語彙「表面」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0379,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から微笑むについて詳しく教わりました。

［微笑む］",ほほえむ,ほほむ,ほほえ,ほえむ,A,正しい読みは「ほほえむ」。N3重要語彙「微笑む」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0380,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

最近、酸性に関するニュースをよく見ます。

［酸性］",んせい,さんせい,さんせ,さんしょう,B,正しい読みは「さんせい」。N3重要語彙「酸性」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0381,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

友人から上の大切さを学びました。

［上］",とばす,ひっこし,じよう,じょう,D,正しい読みは「じょう」。N3重要語彙「上」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0382,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

この地域では家具が有名です。

［家具］",がぐ,ぎむ,かぐ,おん,C,正しい読みは「かぐ」。N3重要語彙「家具」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0383,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から豪華について詳しく教わりました。

［豪華］",きじ,ごうが,ごうか,いずみ,C,正しい読みは「ごうか」。N3重要語彙「豪華」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0384,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から地下について詳しく教わりました。

［地下］",よそう,ちか,ぢが,ちが,B,正しい読みは「ちか」。N3重要語彙「地下」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0385,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から混ぜるについて詳しく教わりました。

［混ぜる］",こうせい,あら,たび,まぜる,D,正しい読みは「まぜる」。N3重要語彙「混ぜる」は日常会話でもよく使われます。例文の文脈で覚えましょう。
